texto,codigo_ciuo_1d
OCUPACIÓN: ASESORÍA FINANCIERA ADMINISTRACIÓN CONTABILIDAD Y AUDITORÍA; TAREAS: PLANIFICACIÓN FINANCIERAS ESTUDIOS DE COSTOS,2
"OCUPACIÓN: DUEÑA Y ADMINISTRADORA; TAREAS: COMPRA DE INSUMOS PARA EL LOCAL, PAGA LAS CUENTAS Y ADMINISTRA",1
"OCUPACIÓN: ASESORÍAS EN MARKETING; TAREAS: MANEJO EL ÁREA DIGITAL INVERSIÓN DIGITAL EECOMER ,PLATAFORMAS EMAIL MARKETING, DISTRIBUYE PRESUPUESTOS",2
"OCUPACIÓN: DUEÑO DE AUTOMOTORA; TAREAS: CONTACTAR CLIENTES, PAGO DE IMPUESTOS Y DE SUELDOS, REALIZAR PUBLICIDAD, COMPRA DE INSUMOS",1
"OCUPACIÓN: ADMINISTRACIÓN DE RESTAURANTE; TAREAS: REALIZAR COMPRAS DE MERCADERÍA, CONTRATACIÓN DE PERSONAL, ATENCIÓN DE PÚBLICO, CAJERA",5
"OCUPACIÓN: ADMINISTRACIÓN Y LABORES DEL NEGOCIO; TAREAS: LAVA ,RELLENO Y DESPACHO BIDONES DE AGUA",5
OCUPACIÓN: ABOGADA; TAREAS: REPRESENTACIÓN JUDICIAL DE CLIENTES Y SERVICIOS PUBLICOS,2
OCUPACIÓN: ABOGADA ASESORA; TAREAS: ASESORAR Y REPRESENTAR JURÍDICAMENTE A SUS CLIENTES SEGÚN SOLICITUD,2
OCUPACIÓN: ABOGADA TRAMITADORA; TAREAS: HACE TRÁMITES JUDICIALES ANTE SUPERINTENDENCIA Y ENTIDADES RELACIONADAS CON QUIEBRAS,2
OCUPACIÓN: ENCARGO DE CENTRO DE EVENTOS; TAREAS: ENCARGADO DE HACER LA PUBLICIDAD Y SUPERVISAR AL PERSONAL DE SEGURIDAD,1
"OCUPACIÓN: ASESOR DE SERVICIOS AGROPECUARIOS; TAREAS: ELABORACIÓN DE PROYECTOS Y ASESORÍAS TÉCNICAS EN PRODUCCIÓN DE FORRAJE, QUE TIPO DE SUELO PARA VER QUÉ TIPO DE CULTIVO, ETC",3
OCUPACIÓN: ASESORÍA Y DIAGNÓSTICO; TAREAS: DIAGNÓSTICO Y ASESORÍA EN TEMAS TECNICOS,3
OCUPACIÓN: DIBUJANTE TÉCNICO; TAREAS: PLANIFICACIONES Y COMPRAS DE MATERIALES . REPARACIÓN Y CAMBIOS DE PUERTAS Y VENTANAS.,3
OCUPACIÓN: ARSENALERO OFTALMOLOGICO; TAREAS: ASISTENCIA A OFTALMÓLOGOS EN CIRUGÍAS,3
OCUPACIÓN: AURICULOTERAPIA (OREJA) Y BIOMAGNETISMO; TAREAS: MEDICINA TRADICIONAL CHINA EN OREJA CON IMANES,3
"OCUPACIÓN: EDUCACIÓN DE HIGIENE, CORTE DE UÑAS Y ELABORACIÓN DE PLANTILLAS PERSONALIZADAS; TAREAS: HACER PUBLICIDAD, HACER LAS UÑAS",3
"OCUPACIÓN: GERENTE GENERAL DE EMPRESA DE COMPRA VENTA DE ARTÍCULOS DE SEGURIDAD; TAREAS: ATENCIÓN DE SOLICITUD DE SUS CLIENTES, COMPRA DE INSUMOS Y ENTREGA",1
OCUPACIÓN: LABORATORIO DENTAL EN SERVICIOS; TAREAS: CONFECCIONA PROTESIS DENTALES PARA PROFESIONALES DE ESE RUBRO. SUS CLIENTES LE MANDAN A HACER TRABAJOS COMO TÉCNICO EXTERNO.ES COMO UNA SUBCONTRATACION,3
"OCUPACIÓN: TODA LA ADMINISTRACIÓN DE SU EMPRESA DE PURIFICADORA DE AGUA; TAREAS: FACTURACIÓN , BOLETEAR , RECUENTOS , REALIZAR RUTAS , COBRANZA , INVENTARIOS , CONTABILIDAD.",1
"OCUPACIÓN: CONSTRUCTOR CIVIL; TAREAS: REALIZAR OBRAS DE CONSTRUCCIÓN, CONSTRUIR SALAS DE VENTA, CASAS, BODEGAS DE ALMACENAMIENTO. REALIZAR MANTENCIÓN DE ÁREAS VERDES, REMODELACIONES, AMPLIACIONES. ASESORAR A OTROS CONSTRUCTORES Y SUPERVISAR OBRAS.",2
OCUPACIÓN: DISEÑADORA; TAREAS: DIBUJAR Y CREAR DISEÑOS. IMPRIMIR,2
"OCUPACIÓN: ADMINISTRATIVO; TAREAS: PRESTA ASESORÍA, AYUDA A PERSONAS NATURALES CON INICIACIÓN DE ACTIVIDADES ANTE EL SII",3
OCUPACIÓN: ANALISTA CONTABLE; TAREAS: ANÁLISIS DE CONTABILIDAD. REVISIÓN DE ESTADO FINANCIERO,3
"OCUPACIÓN: ARRIENDA CANCHA DE PADEL, VENDE ROPA DEPORTIVA; TAREAS: COMPRAR INSUMOS, BEBIDAS ARRENDAR CANCHA",3
"OCUPACIÓN: DISEÑADORA DE VESTUARIO; TAREAS: HACE MOLDES,CORTA TELAS,TRATO CON LOS CLIENTES,COSER PRENDAS",2
OCUPACIÓN: DISEÑO GRÁFICO; TAREAS: DISEÑAR E INSTALAR ROTULADOS Y ALARMAS A VEHÍCULOS,2
OCUPACIÓN: TRÁMITES MUNICIPALES PARA PERMISO DE EDIFICACIÓN; TAREAS: REALIZA TRÁMITES MUNICIPALES DE ARQUITECTURA PARA PERMISOS DE EDIFICACIÓN,2
"OCUPACIÓN: SERVICIO DE DISEÑOS GRÁFICOS PARA PUBLICIDAD DE EMPRESAS; TAREAS: DISEÑO, IMPRESIÓN Y GRABADO DE PRODUCTOS",2
"OCUPACIÓN: COMERCIANTE DE ACTIVOS DIGITALES.; TAREAS: ATENCIÓN AL CLIENTE,COMPRA Y VENDE CONTRATOS DEL FUTURO Y ACTIVOS FINANCIEROS.",3
"OCUPACIÓN: COMPRADOR Y VENDEDOR; TAREAS: COMPRAR CLIENTES AGRICULTORES Y CLIENTES PARA VENDER, VERIFICAR EN TERRENO EL O LOS PRODUCTOS.",3
"OCUPACIÓN: ASESOR EN PROTOCOLOS DE SEGURIDAD LABORAL; TAREAS: INSPECCIÓN Y CONTROL DE SEGURIDAD EN EMPRESAS, PROTOCOLOS, LEVANTAR PROCESOS",2
OCUPACIÓN: ASESORA DE ALIMENTOS; TAREAS: LA REVISIÓN DE LOS LUGARES DE LABORACIONY O EXPENDIO DE ALIMENTOS,2
OCUPACIÓN: CONTADOR; TAREAS: HACER LOS REGALOS CONTABLES DE LOS CLIENTES Y DECLARACIONES ANTE SERVICIO IMPUESTOS INTERNOS,3
"OCUPACIÓN: ADMINISTRADOR DE SU NEGOCIO; TAREAS: HACER ASEO, REPONER, ATENDER CLIENTES",5
"OCUPACIÓN: CONTADOR AUDITOR; TAREAS: REALIZAR BALANCES, CALCULAR REMUNERACIONES Y DECLARAR IVA",3
"OCUPACIÓN: ADMINISTRADOR DE SU PROPIO NEGOCIO; TAREAS: COMPRAR INSUMOS, PROMOVER SU ACTIVIDAD VÍA INTERNET, TATÚA.",3
"OCUPACIÓN: ADMINISTRATIVA Y REALIZACIÓN DE PROYECTOS; TAREAS: REALIZA PROYECTOS PARA ADULTOS MAYORES , JÓVENES , COLEGIOS , ADOLESCENTES, DEPORTIVOS , CULTURALES",3
OCUPACIÓN: ÁRBITRO Y MONITOR DE FÚTBOL; TAREAS: ENTRENAMIENTO DE FÚTBOL A NIÑOS Y JÓVENES,3
"OCUPACIÓN: DIRECTOR Y ASESOR; TAREAS: ASESORAR EMPRESAS, CAPACITAR EMPRESAS, AUDITORÍAS, VISITAR CLINTES",2
OCUPACIÓN: CHEF DE COCINA; TAREAS: PREPARACIÓN DE ALMUERZOS EN DOMICILIO. PREPARACIÓN DE COMIDAS PARA PERSONAS DIABÉTICAS O CON PROBLEMAS DE ALIMENTACIÓN.,3
"OCUPACIÓN: CHEF Y ADMINISTRADORA; TAREAS: ELABORA TORTAS Y PASTELES,TAMBIÉN SE ENCARGA DE REALIZAR LAS COMPRAS DE INSUMOS .",3
"OCUPACIÓN: CHEF Y MAESTRO PASTELERO; TAREAS: COMPRAR INSUMOS, CONTACTAR A CLIENTES, PREPARAR PRODUCTOS",3
"OCUPACIÓN: FISIOTERAPEUTA, MASAJES DE DOLORES MUSCULARES; TAREAS: MASAJES, REHABILITACIÓN, TERAPIAS",2
"OCUPACIÓN: SERVICIO E KINESIOLOGÍA; TAREAS: TERAPIAS, MASOTERAPIAS REINTEGRO DEPORTIVO",2
"OCUPACIÓN: SERVICIO DE ODONTOLOGÍA; TAREAS: OPERACIONES, CIRUGÍAS Y PRÓTESIS DENTAL, ESTERILIZACIÓN DE INSTRUMENTAL.",2
"OCUPACIÓN: TUTOR DE EDUCACIÓN BÁSICA; TAREAS: ENSEÑAR CALIGRAFÍA, Y LECTURA",2
OCUPACIÓN: INSTRUCTORA DE IDIOMAS; TAREAS: PREPARAR LAS CLASES DE ACUERDO AL ALUMNO,2
"OCUPACIÓN: ADMINISTRACIÓN Y DUEÑA DE HOSTAL; TAREAS: ADMINISTRACIÓN ,ATENDER CLIENTES ASEO Y MANTENIMIENTO DEL HOSTAL",5
"OCUPACIÓN: DIBUJANTE CIENTIFICO; TAREAS: TALLERES DE ARTE EN CUERO, PROFESORA DE ILUSTRACIÓN CIENTIFICO",2
"OCUPACIÓN: REALIZA LA CONTABILIDAD DE 12 EMPRESAS; TAREAS: LLEVA LAS CUENTAS DE UNA EMPRESA, TOMADO DECISIONES FINANCIERAS Y TRIBUTARIAS. CON FOCO EN PEQUEÑAS Y MEDIANAS EMPRESAS, DE ACUERDO A NORMAS VIGENTES.",3
OCUPACIÓN: ADMINISTRADOR DE SU PROPIO NEGOCIO; TAREAS: VENDER ATENDER Y SOLICITAR MADERA,5
OCUPACIÓN: ADMINISTRADORA Y MANTENCIÓN DEL REFUGIO; TAREAS: ASEO MANTENIMIENTO DE LAS CABAÑAS  ATENCIÓN DE PASAJEROS REGISTRO A LOS PASAJEROS,5
"OCUPACIÓN: ADMINISTRADOR DEL NEGOCIO; TAREAS: COMPRAR, VENDER EXHIBIR RELACIONES CON PROVEEDORES",5
"OCUPACIÓN: ENCARGADA DE NEGOCIOS; TAREAS: CAPTAR CLIENTES, ENVIAR INFORMES Y FACTURAR",3
"OCUPACIÓN: ASESOR TRIBUTARIO; TAREAS: DECLARACIONES DE IMPUESTOS DE UNA EMPRESA,GESTIÓN TRIBUTARIO",2
"OCUPACIÓN: BARBERO; TAREAS: CORTAR PELO, BARBA, REALIZA ASEO EN LUGAR DE TRABAJO.",5
"OCUPACIÓN: COCINERA DE COLACIONES INDEPENDIENTE; TAREAS: COMPRA MERCADERÍAS , ELABORA ALIMENTOS Y SIRVE LAS COLACIONES PARA ENTREGA.",5
"OCUPACIÓN: COCINERA DE COMIDA CASERA; TAREAS: ELABORACIÓN DE COMIDA CASERA, EMPANADAS, CALZONES ROTOS",5
"OCUPACIÓN: COCINERA Y VENDEDORA DE ALMUERZOS A PEDIDO (COLEGIO DONDE ASISTE SU HIJO); TAREAS: COMPRA DE INSUMOS, PREPARACIÓN Y VENTA",5
"OCUPACIÓN: COMERCIANTE; TAREAS: LIMPIEZA DE LA CABAÑA, MANTENIMIENTO DEL JARDÍN, PICAR LEÑA, ATENCIÓN DE CLIENTES",5
"OCUPACIÓN: ASESORÍAS ADMINISTRATIVAS. .; TAREAS: TEMAS FINANCIEROS, ASESORÍAS A PERSONAS EN GENERAL, TEMAS ADMINISTRATIVOS.",2
"OCUPACIÓN: DIRECTORA; TAREAS: CUMPLEAÑOS, MUSICALES INFANTILES, OBRAS DE TEATRO",3
"OCUPACIÓN: DUEÑA Y ADMINISTRADORA DE SU HOSTAL; TAREAS: ATENDER CLIENTES, ADMINISTRAR Y LIMPIAR HOSTAL, RECIBIR PASAJEROS.",5
"OCUPACIÓN: DUEÑA Y ADMINISTRADORA DEL SALÓN DE SOLARIUM; TAREAS: ASEO ,MANTENIMIENTO Y ADMINISTRACIÓN DEL LOCAL.",5
OCUPACIÓN: COMPRADOR Y VENDEDOR DE ACCIONES; TAREAS: COMPRÁ Y VENDE ACCIONES,2
"OCUPACIÓN: ADMINISTRADOR Y OBRERO DE SU NEGOCIO; TAREAS: COMPRAR MATERIALES, MARCAR Y CONSTRUIR VIVIENDAS",7
"OCUPACIÓN: ADMINISTRACIÓN Y TRABAJO EN FLORERÍA; TAREAS: COMPRAR, PREPARAR LO RAMOS Y VENDER",5
"OCUPACIÓN: ADMINISTRADOR; TAREAS: COMPRAR Y VENDER, EXHIBIR LA MERCADERÍA",5
"OCUPACIÓN: ADMINISTRADOR; TAREAS: VENTAS, PROMOCIONAR, RECOLECCIÓN DE DINERO (COBRANZA)",5
"OCUPACIÓN: CONTADOR AUDITOR; TAREAS: HACER CONTABILIDAD, HACER DECLARACIÓN DE IMPUESTOS, HACER LIBROS DE RENTA",2
"OCUPACIÓN: CONTADORA; TAREAS: ANALIZAR GASTOS E INGRESOS, CALCULAR IMPUESTOS, LLEVAR REGISTROS DE LIBROS CONTABLES.",2
"OCUPACIÓN: ADMINISTRATIVO DE PELUQUERÍA CANINA; TAREAS: ADMINISTRACIÓN DE LA PELUQUERÍA, CONDUCTOR DEL MÓVIL DE MASCOTAS Y MANTENCIÓN GENERAL",5
"OCUPACIÓN: ADMINISTRADORA DE TALLER MECÁNICO AUTOMOTRIZ.; TAREAS: ATENCIÓN DE PÚBLICO, VENTA DE INSUMOS, COMPRA DE INSUMOS.",5
"OCUPACIÓN: ADMINISTRADORA Y VENDEDORA EN ALMACÉN, DÓNDE HAY VENTA DE MERCADERÍA, ALCOHOL Y CIGARROS.; TAREAS: COMPRA Y RECEPCIÓN DE MERCADERÍA, TRATO CON PROVEEDORES Y CLIENTES",5
OCUPACIÓN: ADMISTRADORA DE ALMACÉN; TAREAS: ADMINISTRACIÓN Y ATENCIÓN DE PÚBLICO,5
"OCUPACIÓN: ALMACENERO DE ABARROTES HELADOS CONFITES Y BEBIDAS.; TAREAS: ATIENDE EL LOCAL, HACE LAS COMPRAS Y VENDE.",5
"OCUPACIÓN: CREACIÓN DE APLICACIÓN MÓVIL PARA TURISMO, LO QUE NECESITE EL TURISTA; TAREAS: CREACIÓN DE LA PUBLICIDAD EN LA APLICACIÓN",2
"OCUPACIÓN: EJECUTIVA DE VENTAS; TAREAS: CONTACTO CON CLIENTES, REUNIONES CON CLIENTES Y VENTAS",2
"OCUPACIÓN: VENDEDOR; TAREAS: CONTACTAR CLIENTES, ELABORACIÓN DE PRESUPUESTOS, GESTIÓN DE COMPRA DE PRODUCTOS, GENERAR DESPACHOS",2
"OCUPACIÓN: SERVICIOS DE CONTABILIDAD GENERAL; TAREAS: LEYES SOCIALES (IMPOSICIONES, CONTRATOS, COTIZACIONES, GRATIFICACIONES, FINIQUITOS); LEYES TRIBUTARIAS (IVA, BALANCE, RENTA, HERENCIAS, CONTABILIDAD)",2
OCUPACIÓN: ABOGADO; TAREAS: PRESTA ASESORÍAS EN LA INSCRIPCIÓN DE VEHICULOS,2
"OCUPACIÓN: ARTISTA; TAREAS: CREAR PIEZAS DE ARTE, REALIZACIÓN DE VIDEOS, EDICIÓN DE VIDEOS, REALIZACIÓN DE CLASES PARTICULARES, PROMOCIÓN POR INTERNET",2
OCUPACIÓN: PINTOR Y CREADOR DE  CUADROS; TAREAS: CONTACTAR CLIENTES CREAR BOSQUEJO Y LUEGO PINTAR,2
"OCUPACIÓN: AGRICULTOR; TAREAS: SEMBRAR, COSECHAR, VENDER ZAPALLOS Y ACEITUNAS",6
"OCUPACIÓN: AGRICULTOR; TAREAS: REALIZAR LOGÍSTICA,ARRENDAR MAQUINARIA,ARAR,FERTILIZAR LA TIERRA,SEMBRAR,COSECHAR.",6
"OCUPACIÓN: AGRICULTOR; TAREAS: SEMBRAR, COSECHAR Y VENDER TOMATES",6
"OCUPACIÓN: AGRICULTOR; TAREAS: CULTIVAR, REGAR CÍTRICOS, PALTOS, COSECHAR, DESMALESZAR Y VENDER",6
"OCUPACIÓN: AGRICULTOR; TAREAS: SEMBRAR, REGAR, VENDER Y COSECHAR HORTALIZAS, AJOS, POROTOS Y ZANAHORIAS DEPENDIENDO DE LA TEMPORADA",6
"OCUPACIÓN: AGRICULTOR; TAREAS: HACER LEÑA PARA LA VENTA, CRÍA Y VENTA DE ANIMALES",6
"OCUPACIÓN: AGRICULTOR; TAREAS: TRABAJAR LA TIERRA ,ABONAR,FERTILIZAR,PLANTAR, COSECHAR VENDER.",6
OCUPACIÓN: AGRICULTOR CULTIVO Y VENTA DE PAPAS; TAREAS: SIEMBRA DE PAPÁ... COSECHA Y VENTA DE LAS MISMAS,6
OCUPACIÓN: CARBONERO; TAREAS: ELABORA DE FORMA ARTESANAL CARBÓN VEGETAL.,6
"OCUPACIÓN: CHANGARIN; TAREAS: CORTA LEÑA CON MOTOTSIERRA, CORTA PASTO CON GUADAÑA, DESMALEZA, ARREGLAR CERCOS, CORTAR ÁRBOLES",6
OCUPACIÓN: CORTADOR DE LEÑA; TAREAS: CORTA LEÑA SEGÚN REQUISITOS DE SUS CLIENTES. ME PUEDEN LLAMAR PARA CORTA DE ÁRBOLES O CORTAR LEÑA POR METRO. SIEMPRE CON CLIENTES PARTICULARES,6
OCUPACIÓN: CORTADOR LEÑA; TAREAS: ESCOGER LOS ÁRBOLES...CORTAR Y TRASLADAR LA LEÑA,6
"OCUPACIÓN: PSICÓLOGO; TAREAS: ATENCIÓN DE PACIENTES, PROCESO PSICODIAGNOSTICO Y PSICOTERAPEUTICO, ARRIENDO BOX EN CENTRO MÉDICO",2
"OCUPACIÓN: PILOTO DE DRON; TAREAS: MANEJAR DRON, ÁREA ADMINISTRATIVA",3
"OCUPACIÓN: AGRICULTOR DE VERDURAS Y FLORES; TAREAS: FORRAJE HIDROPÓNICO, LAVAR LA SEMILLA , REPOSAR , FUMIGAR LA ALFALFA , RIEGA.",6
"OCUPACIÓN: AGRICULTORA; TAREAS: COSECHAR, SEMBRAR, FUMIGAR Y  VENDE LOS PRODUCTOS",6
"OCUPACIÓN: TÉCNICO ELECTRÓNICO INDEPENDIENTE; TAREAS: ATIENDE SUS CLIENTES EN SU HOGAR, RECEPCIÓN DE TRABAJOS, REPARA ELECTRODOMÉSTICOS, COMPRA INSUMOS, ARREGLA COMPUTADORES; FORMATEA COMPUTADORES, RECICLA PIEZAS DE COMPUTADORES.",3
"OCUPACIÓN: SUPERVISOR EN CONSTRUCCIÓN; TAREAS: SUPERVISAR, CONTRATAR TRABAJADORES, COMPRAR MATERIALES",3
"OCUPACIÓN: ARQUITECTO; TAREAS: DISEÑO DE PLANOS, MODELADOS 3 D, REGULARIZACIÓN Y PERMISOS",2
OCUPACIÓN: TÉCNICO ELECTRÓNICO EN SERVICIOS ESPECIALES; TAREAS: REPARACIÓN DE EQUIPOS...ASESORÍA ONLINE Y VENTA DE EQUIPOS Y REPUESTOS,3
"OCUPACIÓN: ASESORA LABORAL; TAREAS: PAGO DE REMUNERACIONES, FINIQUITOS EN EMPRESA QUE LA CONTRATÉ",3
"OCUPACIÓN: KIROMASAJISTA; TAREAS: MASAJES A NIVEL MUSCULAR Y DE TEJIDOS,",3
"OCUPACIÓN: ADMINISTRADOR DE FÁBRICA DE CECINAS; TAREAS: VIGILAR SALIDA Y ENTRADA DE MERCADERÍA,CONTROLAR LA MERCADERÍA.",4
"OCUPACIÓN: MASAJISTA CORPORAL, DE RELAJACIÓN Y DESCONTRACTURANTES; TAREAS: HACER MASAJES DESCONTRACTURANTES, CONTACTAR CLIENTES POR FACEBOOK, HACER MASAJES DE RELAJACIÓN",3
OCUPACIÓN: AFILADOR DE HUINCHAS DE ASERRADEROS; TAREAS: AFILAR HINCHAS CIRCULARES DE ASERRADEROS,7
"OCUPACIÓN: CHIPEADO DE RESTOS DE MADERA; TAREAS: CONTACTO CON CLIENTE, ORDENAR RESTOS DE PODA, CHIPEADO",9
"OCUPACIÓN: DESABOLLADOR Y PINTOR; TAREAS: ATENDER CLIENTES, DESABOLLAR Y APLICAR PINTURA A VEHÍCULOS SINIESTRADOS",7
"OCUPACIÓN: ARTESANÍA EN RAÍCES DE MADERA; TAREAS: RECOLECTAR, LIJA Y LIMPIAR LAS RAICES",7
"OCUPACIÓN: ARTESANO EN MADERA; TAREAS: COMPRAR INSUMOS, ELABORAR Y VENDER PRODUCTOS, TRASLADARSE A FERIAS DE ARTESANÍAS Y CAMPESINAS",7
"OCUPACIÓN: MASOTERAPEUTA; TAREAS: AGENDAR HORAS, PREPARAR CONSULTA, ATENDER PACIENTES",3
"OCUPACIÓN: CREAR Y TEJER AMIGURUMIS; TAREAS: COMPRAR LOS MATERIALES, VENDER Y ELABORAR",7
"OCUPACIÓN: MASOTERAPEUTA; TAREAS: DESCONTRUCTANTURANTE MASAJES, MASAJES REDUCTIVOS, RELAJACIÓN MASAJES ETC",3
"OCUPACIÓN: DUEÑA DE LOCAL DE ARTESANIA; TAREAS: COMPRAR INSUMOS Y MATERIA PRIMA, CONFECCIONAR TEJIDOS Y ARTESANÍAS, ATENDER CLIENTES",7
"OCUPACIÓN: ELECTRICIDAD AUTOMOTRIZ; TAREAS: REVISA ARRANQUE DE MOTORES, INYECCIÓN, REVISA LUCES",7
"OCUPACIÓN: NATUROPATA; TAREAS: DIAGNOSTICAR, ORIENTAR SOBRE LA ALIMENTACIÓN, REALIZAR CATAPLASMAS, BAÑOS DE VAPOR Y SALINOS, ELABORAR SHAMPOO, UNGÜENTOS E INFUSIONES",3
OCUPACIÓN: ELECTRO MECÁNICA PARA AUTOMÓVILES; TAREAS: REPARACIÓN DE ARRANQUE Y ALTERNADOR Y REPARACIÓN DE LUCES SOLO DE VEHÍCULOS ELÉCTRICOS,7
"OCUPACIÓN: PODÓLOGO DE BOVINOS; TAREAS: RECORTAR PEZUÑAS Y TRATAR LESIONES A BOVINOS, ATENDER CLIENTES",3
OCUPACIÓN: TÉCNICO ÓPTICA Y VENDER LENTES; TAREAS: MEDICION A PACIENTE. VERIFICAR MEDIDAS OPTICAS,3
"OCUPACIÓN: CONTADORA GENERAL COMO INDEPENDIENTE; TAREAS: INICIO DE ACTIVIDADES, DECLARACIÓN F29, DECLARACIÓN DE RENTA Y ASESORÍAS LABORALES",3
"OCUPACIÓN: ASESORA CONTABLE; TAREAS: MOVIMIENTOS CONTABLES DEL CONTRIBUYENTE, ANALIZAR GASTOS E INGRESOS",3
"OCUPACIÓN: SERVICIOS DE MECÁNICA; TAREAS: REPARACIÓN DE SISTEMA ELÉCTRICO, ALTERNADOR Y. MOTOR",7
"OCUPACIÓN: COMERCIANTE DE GAS LICUADO A DOMICILIO; TAREAS: CONTACTO CLIENTES, GESTIÓN PROVEEDOR LIPIGAS, ENTREGAS DE PRODUCTOS, PAGO PROVEEDORES E IMPUESTOS",5
"OCUPACIÓN: BUZO MARISCADOR POR APNEA DE EXTRACCIÓN DE LAPAS Y PESCADOS; TAREAS: EXTRAE MARISCOS, PESCADOS Y LAPAS",7
"OCUPACIÓN: COCINERA, PRINCIPALMENTE DE QUEQUES; TAREAS: COMPRAR INSUMOS, PREPARACIÓN, CONTACTO CON CLIENTES",7
OCUPACIÓN: COMERCIANTE ESTABLECIDA; TAREAS: VENTA DE PRODUCTOS EN MINIMARKET,5
"OCUPACIÓN: COMPRAR INSUMOS, HACER PAN, TORTAS Y PASTELES; TAREAS: COMPRAR INSUMOS, HACER PAN TORTAS Y PASTELES, ATENDER EL NEGOCIO.",7
"OCUPACIÓN: CONFECCIÓN DE VESTUARIO; TAREAS: CONFECCIONA BUZOS PARA JARDÍN INFANTIL, ROPA ESCOLAR, DELANTALES.",7
"OCUPACIÓN: CONFECCIONA ACCESORIOS COMO CUELLOS Y COLET, TOALLAS Y BOLSAS COLACIÓN; TAREAS: COMPRA DE GÉNERO, COSER Y VENDER",7
OCUPACIÓN: CONFECCIONA ROPA DE TODO TIPO; TAREAS: CONFECCIONA Y VENDE,7
"OCUPACIÓN: CONTROLADOR DE PLAGAS; TAREAS: COLOCAR TUBOS PARA ROEDORES, VERIFICACIÓN DE INFRAESTRUCTURA, INSTALACIONES DE CEBOS TÓXICOS, TRAMPAS PEGAJOSAS, TRAMPA DE CAPTURA VIVA, REVISIÓN CONTINÚA, ENTREGA INFORMES",7
OCUPACIÓN: COSTERO INDEPENDIENTE; TAREAS: REPARACIÓN Y UNIÓN DE ROPA ATIE DE CLIENTES MANEJA EL DINERO,7
"OCUPACIÓN: COSTURERA; TAREAS: ARREGLOS DE ROPA, CORTINAS, MANTELES, BASTA,ETC",7
OCUPACIÓN: COSTURERA; TAREAS: ATENCIÓN DE PÚBLICO COSTURERA REPARACIÓN,7
"OCUPACIÓN: COSTURERA; TAREAS: COSER, REMODELAR ROPA, REPARA VESTUARIO A PARTICULARES",7
OCUPACIÓN: COSTURERA ARTESANAL; TAREAS: CONFECCIONAR PRENDAS DE VESTIR A PEDIDO,7
"OCUPACIÓN: ASISTENTE CONTABLE; TAREAS: REGISTRO DE COMPRA Y VENTAS, RRHH",3
"OCUPACIÓN: ASISTENTE DE  CONTADOR; TAREAS: ADMINISTRAR DOCUMENTOS, RENDIR IMPUESTOS,REALIZAR DECLARACIÓN DE RENTA,PAGO DE IVA, FACTURAS.",3
"OCUPACIÓN: CONTABILIDAD; TAREAS: ATENDER A CLIENTES CON LOS IMPUESTOS, HACER BALANCES, IMPUESTO A LA RENTA.",3
OCUPACIÓN: COMPRAR FARDOS; TAREAS: VENTA EN SU HOGAR,5
"OCUPACIÓN: CONSTRUCCIÓN DE CONTENEDORES MODULARES; TAREAS: COMPRA MATERIALES, FÁBRICA Y VENDE",7
"OCUPACIÓN: CONTADOR; TAREAS: TEMAS TRIBUTARIOS, LABORALES Y TRIBUTARIOS.",3
"OCUPACIÓN: ADMINISTRADORA DE EVENTOS Y BANQUETERIA; TAREAS: ORGANIZADORA DE EVENTOS, ORGANIZACIÓN DE BANQUETERIA, PAGOS Y ADMINISTRADOR",3
"OCUPACIÓN: CONTADOR GENERAL; TAREAS: DECLARAR IVA, INFORMAR BALANCES Y EFECTUAR DECLARACIÓN DE RENTA",3
OCUPACIÓN: CONTABILIDAD; TAREAS: REMUNERADO DECLARACIÓN Y PAGO DE IMPUESTOS,2
"OCUPACIÓN: ASEAR VIVIENDAS; TAREAS: BARRER, LAVAR, LOZA, PLANCHAR",9
OCUPACIÓN: ASESORA CUIDADOS DE ADULTO MAYOR; TAREAS: REALIZAR ASEO SUPERVISAR LA SALUD DE ELLA VERIFICAR QUE SE TOME LOS REMEDIOS REALIZAR LAS COMPRAS DEL HOGAR,9
"OCUPACIÓN: ALGUERO; TAREAS: METERSE AL MAR, RECOLECTAR LAS ALGAS, SACARLAS A LA ORILLA Y DEJARLAS SECANDO Y DESPUÉS AMARRARLAS Y ESPERAR QUE SE ACERQUEN A COMPRARLAS",9
"OCUPACIÓN: ASISTENTE DE BUZO; TAREAS: SOSTENER MANGUERAS, MANTENER EL AIRE, VER ESTADO DEL MAR, PREOCUPACIÓN DEL BUZO",9
"OCUPACIÓN: CONTADORA; TAREAS: LLEVAR REGISTROS CONTABLES, ASESORIA FISCAL, ELABORACIÓN DE INFORMES, ATENCIÓN DE PÚBLICO.",3
"OCUPACIÓN: CONTABILIDAD GENERAL AUDITORA; TAREAS: DETALLAR DECLARACIÓN DE IMPUESTOS MENSUALES Y ANUALES, EMISIÓN DE BALANCE GENERAL Y ASESORÍA TRIBUTARIA",2
"OCUPACIÓN: CORTADOR DE PASTO Y LEÑA; TAREAS: CONTACTAR A CLIENTES, ASISTE AL DOMICILIO Y CORTA PASTO Y LEÑA",9
"OCUPACIÓN: CONTADORA DE CONTRATOS; TAREAS: CONTRATOS, FINIQUITOS, DECLARACIÓN DE IBA Y RENTA",3
